ID,Age,AgeCategory,Education,MaritalStatus,Income,IncomeCategory,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,TotalSpending,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp6,AcceptedCampaign,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,TotalTransactions
1378,53,Middle-age/Paruh baya (45-59),Master,Together,50334.0,50K-70K,0,1,24,284,16,160,84,16,134,694,0,0,0,0,0,0,No,6,7,4,6,23
2781,44,Adult/Dewasa (29-44),Bachelor/Diploma,Single,72066.0,>70K,0,0,55,1003,34,536,134,51,34,1792,1,0,0,0,1,1,Yes,1,4,6,6,17
1165,67,Elderly/Lansia (60+),PhD,Single with Child,50729.0,50K-70K,1,1,62,239,13,143,45,4,52,496,0,0,0,0,0,0,No,9,6,2,7,24
1404,57,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Together,34916.0,<50K,2,0,89,51,23,82,33,0,42,231,0,0,0,0,0,0,No,4,5,1,3,13
6457,49,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Divorced,64892.0,50K-70K,0,1,77,527,24,230,32,24,65,902,0,0,0,0,0,0,No,2,6,4,12,24
2639,59,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Single with Child,43602.0,<50K,1,1,45,19,5,12,10,3,19,68,0,0,0,0,0,0,No,3,3,1,2,9
8299,36,Adult/Dewasa (29-44),PhD,Single,33996.0,<50K,0,0,46,40,2,15,8,0,6,71,0,0,0,0,0,0,No,1,1,1,3,6
6437,40,Adult/Dewasa (29-44),Master,Single with Child,41473.0,<50K,1,0,80,21,8,20,15,3,9,76,0,0,0,0,0,0,No,1,2,0,3,6
6912,58,Middle-age/Paruh baya (45-59),PhD,Married,63246.0,50K-70K,0,2,60,593,30,91,29,22,7,772,0,0,0,0,0,0,No,1,6,3,12,22
7327,66,Elderly/Lansia (60+),PhD,Married,36732.0,<50K,1,1,71,21,5,3,10,1,7,47,0,0,0,0,0,0,No,3,1,1,4,9
5299,55,Middle-age/Paruh baya (45-59),PhD,Married,69084.0,50K-70K,1,0,43,1181,107,199,39,30,30,1586,0,0,0,0,0,0,No,2,7,3,13,25
4127,58,Middle-age/Paruh baya (45-59),PhD,Married,77766.0,>70K,0,1,97,1004,59,265,115,59,27,1529,0,0,1,0,0,1,Yes,2,11,10,11,34
8143,40,Adult/Dewasa (29-44),PhD,Single,37929.0,<50K,0,0,49,202,2,46,3,2,10,265,1,0,0,1,0,1,Yes,2,4,2,5,13
1964,74,Elderly/Lansia (60+),Bachelor/Diploma,Together,86610.0,>70K,0,0,66,446,107,768,33,196,53,1603,0,0,0,0,0,0,No,1,5,6,6,18
3690,39,Adult/Dewasa (29-44),Master,Married,80141.0,>70K,0,0,20,1184,102,673,52,40,40,2091,0,0,0,0,1,1,Yes,1,7,4,10,22
3433,70,Elderly/Lansia (60+),Master,Married,72635.0,>70K,0,0,54,390,22,323,104,35,107,981,1,0,0,0,0,0,Yes,1,6,8,6,21
3389,55,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,69016.0,50K-70K,0,1,61,726,53,363,123,107,161,1533,0,0,0,0,0,0,No,4,8,9,13,34
4712,34,Adult/Dewasa (29-44),Master,Together,20193.0,<50K,0,0,18,8,8,22,24,11,9,82,0,0,0,0,0,0,No,1,1,1,4,7
1170,50,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,27573.0,<50K,1,0,45,50,15,110,39,15,15,244,0,0,0,0,0,0,No,4,5,1,4,14
6347,46,Middle-age/Paruh baya (45-59),HighSchool,Single with Child,15862.0,<50K,1,0,26,1,1,4,11,9,10,36,0,0,0,0,0,0,No,1,1,0,3,5
4065,49,Middle-age/Paruh baya (45-59),PhD,Married,49544.0,<50K,1,0,0,308,0,73,0,0,23,404,0,0,0,0,0,0,No,2,5,1,8,16
8230,45,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,33228.0,<50K,1,0,28,22,2,31,7,4,5,71,0,0,0,0,0,0,No,1,2,0,3,6
1215,47,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Together,70440.0,>70K,0,0,49,690,117,499,76,102,88,1572,1,0,0,0,0,0,Yes,1,5,10,7,23
5939,54,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Together,38232.0,<50K,1,1,84,43,5,28,7,6,33,122,0,0,0,0,0,0,No,4,3,1,3,11
2156,70,Elderly/Lansia (60+),PhD,Married,22554.0,<50K,1,1,38,27,0,10,0,0,4,41,0,0,0,0,0,0,No,4,2,0,4,10
7788,42,Adult/Dewasa (29-44),PhD,Married,23536.0,<50K,1,0,53,6,0,3,0,0,1,10,0,0,0,0,0,0,No,1,0,0,3,4
10323,73,Elderly/Lansia (60+),Bachelor/Diploma,Married,49413.0,<50K,0,1,88,205,7,41,3,2,46,304,0,0,0,0,0,0,No,2,4,2,5,13
7947,56,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,42231.0,<50K,1,1,99,24,0,8,0,1,4,37,0,0,0,0,0,0,No,1,1,0,3,5
1891,45,Middle-age/Paruh baya (45-59),Master,Divorced,78789.0,>70K,0,0,12,667,50,850,21,83,83,1754,0,0,0,0,0,1,Yes,1,4,6,5,16
2570,57,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Together,56534.0,50K-70K,0,1,35,691,7,61,10,0,46,815,0,1,0,1,0,1,Yes,4,10,4,7,25
9256,54,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Single with Child,58350.0,50K-70K,0,1,5,493,26,206,116,80,80,1001,0,0,0,0,0,0,No,4,8,3,12,27
295,36,Adult/Dewasa (29-44),Bachelor/Diploma,Single,81217.0,>70K,0,0,77,493,70,324,146,40,84,1157,0,0,0,0,0,0,No,1,3,7,11,22
7397,74,Elderly/Lansia (60+),Bachelor/Diploma,Single with Child,49090.0,<50K,0,1,45,494,5,82,7,0,100,688,0,0,0,0,0,0,No,3,7,2,9,21
6349,38,Adult/Dewasa (29-44),Master,Divorced,61787.0,50K-70K,0,0,71,621,73,414,78,48,85,1319,0,0,0,0,0,0,No,1,8,4,6,19
10790,40,Adult/Dewasa (29-44),PhD,Married,18169.0,<50K,1,0,40,9,0,5,0,0,7,21,0,0,0,0,0,0,No,1,1,0,2,4
10398,44,Adult/Dewasa (29-44),Master,Single with Child,24336.0,<50K,1,0,82,1,6,2,8,2,12,31,0,0,0,0,0,0,No,1,1,0,2,4
2431,35,Adult/Dewasa (29-44),Bachelor/Diploma,Married,18222.0,<50K,0,0,70,12,4,19,12,6,14,67,0,0,0,0,0,0,No,1,2,0,3,6
550,73,Elderly/Lansia (60+),Bachelor/Diploma,Divorced,62335.0,50K-70K,0,1,87,243,131,217,85,6,26,708,0,0,0,0,0,0,No,2,3,3,13,21
1890,54,Middle-age/Paruh baya (45-59),Master,Together,42033.0,<50K,1,1,95,11,1,4,2,0,7,25,0,0,0,0,0,0,No,1,1,0,2,4
10742,42,Adult/Dewasa (29-44),PhD,Married,86580.0,>70K,0,0,72,532,21,127,26,20,20,746,0,0,0,0,1,0,Yes,0,4,2,5,11
10356,68,Elderly/Lansia (60+),PhD,Divorced,41437.0,<50K,1,1,5,29,0,2,0,0,1,32,0,0,0,0,0,0,No,1,1,0,3,5
4676,74,Elderly/Lansia (60+),Master,Widow,73705.0,>70K,0,2,86,612,91,520,258,107,107,1695,0,0,0,0,0,0,No,2,9,6,8,25
8852,49,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,61064.0,50K-70K,0,1,80,387,126,342,0,45,180,1080,0,0,0,0,0,0,No,5,8,4,11,28
3565,70,Elderly/Lansia (60+),Master,Married,38452.0,<50K,1,1,62,56,0,14,0,0,2,72,0,0,0,0,0,0,No,3,3,0,3,9
5294,36,Adult/Dewasa (29-44),Bachelor/Diploma,Single with Child,18358.0,<50K,1,0,49,6,8,19,16,4,4,57,0,0,0,0,0,0,No,3,3,0,4,10
1958,52,Middle-age/Paruh baya (45-59),PhD,Together,55012.0,50K-70K,0,1,85,582,0,65,0,0,13,660,0,0,0,0,0,0,No,6,8,2,9,25
7349,52,Middle-age/Paruh baya (45-59),HighSchool,Together,9722.0,<50K,1,0,7,6,17,16,6,16,42,103,0,0,0,0,0,1,Yes,4,3,1,3,11
8799,41,Adult/Dewasa (29-44),PhD,Married,38175.0,<50K,1,0,6,70,6,69,2,3,3,153,0,0,0,0,0,0,No,3,3,1,4,11
1351,69,Elderly/Lansia (60+),Master,Together,58656.0,50K-70K,0,1,25,962,12,194,16,24,12,1220,0,0,0,0,1,0,Yes,4,7,8,13,32
1045,60,Elderly/Lansia (60+),Bachelor/Diploma,Together,52117.0,50K-70K,0,1,55,112,10,107,30,0,20,279,0,0,0,0,0,0,No,2,5,2,4,13
7732,47,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,64813.0,50K-70K,1,0,81,293,0,124,179,97,52,745,0,0,0,0,0,0,No,1,7,2,10,20
8070,52,Middle-age/Paruh baya (45-59),PhD,Married,54222.0,50K-70K,0,1,98,199,12,31,3,12,7,264,0,0,0,0,0,0,No,1,3,3,5,12
477,39,Adult/Dewasa (29-44),Bachelor/Diploma,Married,83512.0,>70K,0,0,31,1060,61,835,80,20,101,2157,1,1,1,0,1,1,Yes,1,4,7,10,22
7832,66,Elderly/Lansia (60+),Master,Married,77520.0,>70K,0,1,30,940,44,396,0,88,58,1526,1,0,1,0,1,1,Yes,1,8,7,7,23
2202,47,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Together,41154.0,<50K,0,1,98,44,2,11,2,3,7,69,0,0,0,0,0,0,No,1,1,0,4,6
7396,59,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,80398.0,>70K,0,0,92,342,51,936,207,35,26,1597,0,0,0,0,1,0,Yes,1,5,8,12,26
4055,33,Adult/Dewasa (29-44),HighSchool,Single with Child,18746.0,<50K,1,0,41,2,10,11,12,9,20,64,0,0,0,0,0,0,No,2,3,0,3,8
10340,41,Adult/Dewasa (29-44),Bachelor/Diploma,Together,35196.0,<50K,1,0,68,75,12,141,43,39,187,497,0,0,0,0,0,0,No,6,6,1,5,18
10091,69,Elderly/Lansia (60+),Bachelor/Diploma,Single with Child,60230.0,50K-70K,0,1,78,520,20,367,39,81,40,1067,0,0,0,0,0,0,No,2,6,3,6,17
7629,48,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,22108.0,<50K,1,1,46,5,3,9,6,2,6,31,0,0,0,0,0,0,No,2,2,0,3,7
10640,51,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Together,44392.0,<50K,1,1,71,87,5,71,7,12,29,211,0,0,0,0,0,0,No,5,4,1,4,14
3498,49,Middle-age/Paruh baya (45-59),PhD,Married,55424.0,50K-70K,0,1,6,462,61,184,10,53,107,877,0,0,1,0,0,1,Yes,4,7,5,9,25
6742,46,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,17688.0,<50K,1,0,82,2,2,1,3,1,2,11,0,0,0,0,0,0,No,1,1,0,2,4
1172,42,Adult/Dewasa (29-44),PhD,Married,92491.0,>70K,0,0,71,979,44,935,29,25,22,2034,1,0,0,1,1,1,Yes,1,7,5,12,25
569,34,Adult/Dewasa (29-44),Bachelor/Diploma,Single,90273.0,>70K,0,0,32,704,129,853,120,74,111,1991,1,0,0,1,1,1,Yes,1,5,6,7,19
4686,63,Elderly/Lansia (60+),PhD,Widow,82571.0,>70K,0,0,28,861,31,558,62,95,79,1686,0,0,0,0,1,0,Yes,0,6,5,13,24
1381,43,Adult/Dewasa (29-44),PhD,Single with Child,38513.0,<50K,1,0,20,172,3,115,16,0,18,324,0,0,0,0,0,1,Yes,5,6,1,5,17
2634,46,Middle-age/Paruh baya (45-59),Master,Single with Child,16653.0,<50K,1,0,10,5,7,31,15,4,7,69,0,0,0,0,0,1,Yes,3,2,1,3,9
10905,70,Elderly/Lansia (60+),Bachelor/Diploma,Together,42586.0,<50K,1,1,7,194,2,56,0,0,0,252,0,0,0,0,0,1,Yes,5,4,1,6,16
1744,60,Elderly/Lansia (60+),HighSchool,Single with Child,23529.0,<50K,0,1,67,9,7,13,3,2,20,54,0,0,0,0,0,0,No,1,1,1,2,5
1000,64,Elderly/Lansia (60+),Master,Together,74881.0,>70K,1,1,48,505,72,270,36,27,54,964,0,0,0,0,0,0,No,4,9,2,12,27
3828,74,Elderly/Lansia (60+),Bachelor/Diploma,Married,71107.0,>70K,0,1,61,533,10,217,198,174,195,1327,0,0,0,0,0,0,No,2,7,6,13,28
8605,61,Elderly/Lansia (60+),PhD,Together,46910.0,<50K,1,1,36,48,0,14,0,0,6,68,0,0,0,0,0,0,No,2,2,0,3,7
10304,66,Elderly/Lansia (60+),Bachelor/Diploma,Married,18690.0,<50K,0,0,77,6,1,7,23,4,19,60,0,0,0,0,0,0,No,1,1,1,2,5
4351,70,Elderly/Lansia (60+),Bachelor/Diploma,Divorced,37244.0,<50K,1,1,90,18,2,10,0,0,25,55,0,0,1,0,0,0,Yes,1,1,1,2,5
10129,59,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Together,82427.0,>70K,0,0,35,482,147,509,104,107,107,1456,0,0,0,0,1,0,Yes,1,3,5,12,21
2499,67,Elderly/Lansia (60+),Master,Single with Child,75342.0,>70K,0,1,38,204,97,97,21,118,26,563,0,0,0,0,0,0,No,1,5,2,10,18
10092,71,Elderly/Lansia (60+),Bachelor/Diploma,Divorced,70044.0,>70K,0,1,46,1073,0,250,153,14,14,1504,0,0,0,0,0,0,No,4,7,10,5,26
7500,58,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Single with Child,79146.0,>70K,1,1,33,245,16,223,21,43,16,564,0,0,0,0,0,0,No,2,8,1,8,19
5796,62,Elderly/Lansia (60+),Bachelor/Diploma,Married,77437.0,>70K,0,0,70,560,21,442,29,44,29,1125,0,0,0,0,1,0,Yes,1,4,5,13,23
10556,66,Elderly/Lansia (60+),Bachelor/Diploma,Married,54984.0,50K-70K,0,1,51,173,13,131,32,3,6,358,1,0,0,0,0,0,Yes,4,6,1,6,17
1064,54,Middle-age/Paruh baya (45-59),PhD,Married,42403.0,<50K,1,0,18,22,1,11,0,5,3,42,0,0,0,0,0,0,No,1,1,0,3,5
48,61,Elderly/Lansia (60+),Bachelor/Diploma,Together,55761.0,50K-70K,0,1,97,136,1,12,0,3,32,184,0,0,0,1,0,0,Yes,2,4,1,3,10
7610,42,Adult/Dewasa (29-44),Bachelor/Diploma,Together,37292.0,<50K,1,0,32,275,0,86,10,23,66,460,0,0,0,0,0,0,No,5,6,3,5,19
263,80,Elderly/Lansia (60+),PhD,Single,45576.0,<50K,0,0,9,56,19,29,2,14,25,145,0,0,0,0,0,1,Yes,1,3,1,3,8
10814,78,Elderly/Lansia (60+),Bachelor/Diploma,Together,70321.0,>70K,0,0,6,303,23,751,82,26,191,1376,0,0,0,0,0,1,Yes,1,6,5,13,25
9710,56,Middle-age/Paruh baya (45-59),PhD,Divorced,58086.0,50K-70K,0,1,80,708,7,62,0,0,15,792,0,0,0,0,0,0,No,2,11,3,7,23
9292,73,Elderly/Lansia (60+),Bachelor/Diploma,Married,81795.0,>70K,0,0,74,324,132,693,27,118,88,1382,0,0,0,0,0,0,No,1,4,11,7,23
10250,78,Elderly/Lansia (60+),HighSchool,Together,28389.0,<50K,0,0,49,1,5,3,7,4,8,28,0,0,0,0,0,0,No,1,1,0,2,4
7881,79,Elderly/Lansia (60+),Master,Married,66835.0,50K-70K,0,0,21,620,26,195,34,17,141,1033,0,0,0,0,0,0,No,1,6,4,13,24
5847,56,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Divorced,69901.0,50K-70K,0,1,95,312,21,206,102,92,149,882,0,0,0,0,0,0,No,3,7,3,10,23
737,76,Elderly/Lansia (60+),PhD,Married,80360.0,>70K,0,0,56,1493,86,454,112,43,43,2231,1,0,0,1,1,0,Yes,2,4,4,5,15
3571,64,Elderly/Lansia (60+),PhD,Together,63342.0,50K-70K,0,1,48,918,21,118,13,10,21,1101,0,0,0,1,0,1,Yes,3,8,3,5,19
7807,51,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,44989.0,<50K,0,1,26,98,0,106,49,10,106,369,0,0,0,0,0,0,No,5,5,1,5,16
3878,45,Middle-age/Paruh baya (45-59),Master,Single with Child,31859.0,<50K,1,0,3,3,4,7,15,8,11,48,0,0,0,0,0,0,No,1,1,0,3,5
5092,76,Elderly/Lansia (60+),PhD,Widow,51569.0,50K-70K,0,1,39,380,0,47,6,0,34,467,0,0,0,1,0,1,Yes,4,7,1,7,19
2154,54,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Widow,30372.0,<50K,1,1,33,15,0,12,7,3,7,44,0,0,0,0,0,0,No,3,2,0,3,8
5394,46,Middle-age/Paruh baya (45-59),HighSchool,Single with Child,16014.0,<50K,1,1,42,3,9,4,7,8,7,38,0,0,0,0,0,0,No,4,1,1,4,10
3798,57,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,41120.0,<50K,1,1,80,24,2,23,0,8,24,81,0,0,0,0,0,0,No,3,2,1,3,9
3524,54,Middle-age/Paruh baya (45-59),Master,Single with Child,39763.0,<50K,1,0,9,80,1,60,4,6,16,167,0,0,0,0,0,1,Yes,2,5,1,2,10
5247,70,Elderly/Lansia (60+),PhD,Married,38725.0,<50K,1,1,52,31,0,6,2,1,5,45,0,0,0,0,0,0,No,2,1,0,4,7
5883,53,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,77981.0,>70K,1,0,78,138,120,204,16,126,60,664,0,0,0,0,0,0,No,3,7,4,7,21
2118,61,Elderly/Lansia (60+),Master,Married,62905.0,50K-70K,0,1,68,166,75,96,119,107,59,622,0,0,0,0,0,0,No,3,7,2,8,20
8812,46,Middle-age/Paruh baya (45-59),Master,Divorced,13533.0,<50K,1,0,45,12,3,8,8,0,17,48,0,0,0,0,0,0,No,2,2,0,3,7
6616,50,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Together,59481.0,50K-70K,0,1,47,178,3,85,71,66,58,461,0,0,0,0,0,0,No,2,3,3,8,16
2797,48,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,72117.0,>70K,0,1,34,707,20,171,65,60,50,1073,0,0,0,0,0,0,No,1,9,7,9,26
4328,39,Adult/Dewasa (29-44),Master,Married,21955.0,<50K,1,0,81,5,1,7,17,14,11,55,0,0,0,0,0,0,No,2,2,1,3,8
9167,69,Elderly/Lansia (60+),Bachelor/Diploma,Married,67131.0,50K-70K,0,1,72,465,71,250,93,35,62,976,0,0,0,0,0,0,No,3,9,2,12,26
10560,45,Middle-age/Paruh baya (45-59),PhD,Single with Child,36802.0,<50K,1,0,23,16,1,2,0,0,1,20,0,0,0,0,0,0,No,1,1,0,3,5
2631,43,Adult/Dewasa (29-44),Bachelor/Diploma,Together,71853.0,>70K,0,0,29,358,108,413,141,97,32,1149,0,0,0,0,0,0,No,1,2,8,6,17
8312,64,Elderly/Lansia (60+),HighSchool,Married,28249.0,<50K,0,0,80,1,9,7,2,14,10,43,0,0,0,0,0,0,No,1,2,0,3,6
5534,50,Middle-age/Paruh baya (45-59),Master,Married,47808.0,<50K,0,1,30,123,1,26,2,0,72,224,0,0,1,0,0,0,Yes,2,3,2,3,10
5093,51,Middle-age/Paruh baya (45-59),PhD,Divorced,25509.0,<50K,1,0,15,40,3,30,10,7,11,101,0,0,0,0,0,1,Yes,3,3,0,3,9
7592,79,Elderly/Lansia (60+),PhD,Married,51012.0,50K-70K,0,0,86,102,9,63,2,9,24,209,0,0,0,0,0,0,No,1,4,1,4,10
8895,40,Adult/Dewasa (29-44),Bachelor/Diploma,Single,70596.0,>70K,0,0,68,347,44,534,17,0,26,968,0,0,0,0,0,0,No,1,3,5,12,21
8584,73,Elderly/Lansia (60+),PhD,Together,85431.0,>70K,0,0,54,376,53,462,168,53,53,1165,0,0,0,0,0,0,No,1,2,7,7,17
2694,58,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,42664.0,<50K,0,1,44,21,0,3,0,0,0,24,0,0,0,0,0,0,No,1,1,0,3,5
8910,70,Elderly/Lansia (60+),Bachelor/Diploma,Together,42586.0,<50K,1,1,7,194,2,56,0,0,0,252,0,0,0,0,0,1,Yes,5,4,1,6,16
7433,40,Adult/Dewasa (29-44),Bachelor/Diploma,Single with Child,29760.0,<50K,1,0,87,64,4,68,7,5,17,165,0,0,0,0,0,0,No,4,3,1,4,12
164,48,Middle-age/Paruh baya (45-59),PhD,Married,28973.0,<50K,0,0,59,206,0,46,3,2,12,269,0,0,0,0,0,0,No,2,5,1,5,13
10477,52,Middle-age/Paruh baya (45-59),PhD,Together,39435.0,<50K,1,0,16,71,0,18,0,0,13,102,0,0,0,0,0,0,No,1,3,1,2,7
2681,41,Adult/Dewasa (29-44),Master,Married,65370.0,50K-70K,0,0,1,71,22,112,138,89,29,461,0,0,0,0,0,0,No,1,2,3,13,19
5150,46,Middle-age/Paruh baya (45-59),HighSchool,Single with Child,20194.0,<50K,1,0,64,0,4,7,11,10,15,47,0,0,0,0,0,0,No,2,2,0,3,7
5283,49,Middle-age/Paruh baya (45-59),PhD,Single with Child,42473.0,<50K,1,1,72,93,1,21,0,4,25,144,0,0,0,0,0,0,No,3,2,1,4,10
9645,57,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,64590.0,50K-70K,0,0,98,920,138,168,36,46,30,1338,0,0,0,0,0,0,No,1,9,4,10,24
10678,66,Elderly/Lansia (60+),Bachelor/Diploma,Together,71232.0,>70K,0,1,91,653,17,170,34,26,17,917,0,0,0,0,0,0,No,2,11,2,10,25
7261,54,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Together,34600.0,<50K,1,1,8,199,33,60,8,3,15,318,0,0,0,0,0,1,Yes,5,5,2,5,17
9648,58,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Single with Child,46904.0,<50K,1,1,20,153,4,56,0,9,31,253,0,0,0,0,0,0,No,4,5,1,4,14
2870,52,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,49094.0,<50K,0,1,6,376,0,38,11,8,69,502,0,0,0,0,0,0,No,5,6,3,6,20
8008,42,Adult/Dewasa (29-44),Bachelor/Diploma,Together,36075.0,<50K,1,0,54,46,0,30,12,1,30,119,0,0,0,0,0,0,No,1,2,0,4,7
1513,46,Middle-age/Paruh baya (45-59),Master,Together,60839.0,50K-70K,1,1,72,600,21,128,223,150,128,1250,0,0,0,0,0,0,No,13,2,2,12,29
6173,46,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Together,77298.0,>70K,0,1,46,425,115,292,23,35,79,969,0,0,0,0,0,0,No,1,6,6,11,24
1419,75,Elderly/Lansia (60+),Bachelor/Diploma,Together,34026.0,<50K,1,1,11,18,6,15,12,8,17,76,0,0,0,0,0,0,No,3,2,1,3,9
9150,62,Elderly/Lansia (60+),PhD,Single with Child,48918.0,<50K,1,1,21,52,0,9,0,0,1,62,0,0,0,0,0,0,No,2,1,0,4,7
7960,63,Elderly/Lansia (60+),Master,Together,82122.0,>70K,0,0,89,734,22,350,151,25,100,1382,0,0,0,0,1,0,Yes,1,3,9,13,26
1250,49,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Single with Child,37697.0,<50K,1,0,82,34,6,21,11,4,8,84,0,0,0,0,0,0,No,1,2,1,3,7
9905,73,Elderly/Lansia (60+),Bachelor/Diploma,Together,34074.0,<50K,1,1,69,135,1,41,10,1,67,255,0,0,1,0,0,0,Yes,5,3,3,3,14
10691,65,Elderly/Lansia (60+),Master,Married,28520.0,<50K,1,1,55,11,0,10,0,2,20,43,0,0,0,0,0,0,No,1,1,1,2,5
7002,70,Elderly/Lansia (60+),Bachelor/Diploma,Single with Child,62535.0,50K-70K,0,1,13,163,48,90,0,45,52,398,0,0,0,0,0,0,No,1,3,2,8,14
2952,48,Middle-age/Paruh baya (45-59),Master,Single with Child,36273.0,<50K,1,0,80,29,3,30,3,2,9,76,0,0,0,0,0,0,No,2,3,0,3,8
8439,61,Elderly/Lansia (60+),Bachelor/Diploma,Together,63404.0,50K-70K,0,2,97,734,26,70,11,44,17,902,1,0,0,0,0,0,Yes,2,6,3,4,15
762,44,Adult/Dewasa (29-44),Master,Together,75774.0,>70K,1,0,27,340,21,134,258,14,56,823,0,0,0,0,0,0,No,1,7,5,8,21
2831,49,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Together,78416.0,>70K,0,1,99,453,38,279,188,38,183,1179,0,0,0,0,0,0,No,2,7,7,10,26
6977,51,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Together,75702.0,>70K,0,1,87,1073,0,629,145,37,37,1921,0,0,0,0,1,0,Yes,1,10,5,13,29
6289,74,Elderly/Lansia (60+),Master,Together,59385.0,50K-70K,1,1,85,135,0,10,0,4,36,185,0,0,0,0,0,0,No,2,3,1,4,10
4168,59,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Single with Child,37070.0,<50K,1,1,30,231,7,137,4,15,39,433,0,0,0,0,0,1,Yes,9,5,1,8,23
8397,74,Elderly/Lansia (60+),Bachelor/Diploma,Married,44689.0,<50K,1,1,82,18,0,5,0,0,11,34,0,0,1,0,0,0,Yes,2,1,1,2,6
9284,67,Elderly/Lansia (60+),Bachelor/Diploma,Together,53977.0,50K-70K,0,1,21,620,16,165,0,24,82,907,0,0,0,0,0,0,No,5,5,5,12,27
6237,59,Middle-age/Paruh baya (45-59),PhD,Single with Child,7144.0,<50K,0,2,92,81,4,33,5,2,291,416,0,0,0,0,0,0,No,0,23,1,1,25
3130,61,Elderly/Lansia (60+),Bachelor/Diploma,Single with Child,18701.0,<50K,1,1,95,12,4,2,10,6,10,44,0,0,0,0,0,0,No,4,2,0,4,10
1619,69,Elderly/Lansia (60+),Bachelor/Diploma,Married,90369.0,>70K,0,0,2,292,51,981,224,23,17,1588,0,0,0,0,0,1,Yes,1,4,6,6,17
1990,51,Middle-age/Paruh baya (45-59),PhD,Single,63159.0,50K-70K,0,0,74,965,34,586,89,86,37,1797,0,0,1,0,0,0,Yes,1,3,5,8,17
5513,59,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Together,37758.0,<50K,1,1,49,27,2,10,0,0,1,40,0,0,0,0,0,0,No,2,1,0,3,6
269,62,Elderly/Lansia (60+),PhD,Single with Child,46757.0,<50K,0,1,71,777,30,163,0,51,122,1143,0,0,0,0,0,0,No,6,4,4,7,21
8093,56,Middle-age/Paruh baya (45-59),Master,Married,79734.0,>70K,0,0,72,572,8,232,23,62,17,914,1,0,0,0,0,0,Yes,1,4,3,6,14
10513,33,Adult/Dewasa (29-44),Bachelor/Diploma,Together,63207.0,50K-70K,0,0,68,438,169,565,91,169,70,1502,1,0,0,0,0,0,Yes,1,2,3,6,12
10177,71,Elderly/Lansia (60+),Bachelor/Diploma,Divorced,72071.0,>70K,0,1,4,531,69,300,150,138,150,1338,0,0,0,0,0,0,No,3,5,4,8,20
2549,42,Adult/Dewasa (29-44),PhD,Together,21840.0,<50K,1,0,80,17,0,9,0,0,1,27,0,0,0,0,0,0,No,1,1,0,3,5
5782,43,Adult/Dewasa (29-44),Master,Together,58582.0,50K-70K,0,1,15,402,35,106,101,77,42,763,0,0,0,1,0,0,Yes,2,9,2,9,22
10057,74,Elderly/Lansia (60+),Bachelor/Diploma,Single,72282.0,>70K,0,0,70,503,27,419,90,139,153,1331,0,0,0,0,0,1,Yes,1,5,7,9,22
10307,69,Elderly/Lansia (60+),Bachelor/Diploma,Married,50387.0,50K-70K,0,2,91,369,9,87,12,14,34,525,0,0,0,0,0,0,No,3,6,2,8,19
